iso-3,year,n_cellphones,population
SOM,1975,0.0,4228289.0
SRB,1975,0.0,7163000.0
SSD,1975,0.0,3718279.0
STP,1975,0.0,86037.0
SUR,1975,0.0,392137.0
SVK,1975,0.0,4739105.0
SVN,1975,0.0,1793581.0
SWE,1975,0.0,8192437.0
SWZ,1975,0.0,509535.0
SXM,1975,0.0,8906.0
SYC,1975,0.0,59292.0
SYR,1975,0.0,7497126.0
TCA,1975,0.0,6451.0
TCD,1975,0.0,4084110.0
TGO,1975,0.0,2509713.0
THA,1975,0.0,40908471.0
TJK,1975,0.0,3482125.0
TKM,1975,0.0,2525760.0
TLS,1975,0.0,600126.0
TON,1975,0.0,93477.0
TTO,1975,0.0,1054017.0
TUN,1975,0.0,5769074.0
TUR,1975,0.0,39673590.0
TUV,1975,0.0,6381.0
TZA,1975,0.0,16243826.0
UGA,1975,0.0,11730959.0
UKR,1975,0.0,48892187.0
URY,1975,0.0,2871947.0
USA,1975,0.0,215973000.0
UZB,1975,0.0,13894347.0
VCT,1975,0.0,103879.0
VEN,1975,0.0,13176387.0
VGB,1975,0.0,10282.0
VIR,1975,0.0,94484.0
VNM,1975,0.0,46969616.0
VUT,1975,0.0,102010.0
WSM,1975,0.0,155263.0
XKX,1975,0.0,1369000.0
YEM,1975,0.0,7855657.0
ZAF,1975,0.0,25777964.0
ZMB,1975,0.0,4931249.0
ZWE,1975,0.0,6097083.0
ABW,1976,0.0,61193.0
AFG,1976,0.0,12425267.0
AGO,1976,0.0,7266780.0
ALB,1976,0.0,2458526.0
AND,1976,0.0,29294.0
ARE,1976,0.0,614177.0
ARG,1976,0.0,26290257.0
ARM,1976,0.0,2896311.0
ASM,1976,0.0,30198.0
ATG,1976,0.0,63990.0
AUS,1976,0.0,14033000.0
AUT,1976,0.0,7565525.0
AZE,1976,0.0,5781000.0
BDI,1976,0.0,3830889.0
BEL,1976,0.0,9818227.0
BEN,1976,0.0,3460329.0
BFA,1976,0.0,6269765.0
BGD,1976,0.0,76380080.0
BGR,1976,0.0,8758599.0
BHR,1976,0.0,300044.0
BHS,1976,0.0,206096.0
BIH,1976,0.0,4060039.0
BLR,1976,0.0,9411000.0
BLZ,1976,0.0,133471.0
BMU,1976,0.0,53200.0
BOL,1976,0.0,5244355.0
BRA,1976,0.0,111286504.0
BRB,1976,0.0,248359.0
BRN,1976,0.0,165064.0
BTN,1976,0.0,364119.0
BWA,1976,0.0,766424.0
CAF,1976,0.0,2318349.0
CAN,1976,0.0,23449808.0
CHE,1976,0.0,6302504.0
CHL,1976,0.0,10804869.0
CHN,1976,0.0,930685000.0
CIV,1976,0.0,7142690.0
CMR,1976,0.0,7598028.0
COD,1976,0.0,23655016.0
COG,1976,0.0,1665418.0
COL,1976,0.0,23913002.0
COM,1976,0.0,288810.0
CPV,1976,0.0,307015.0
CRI,1976,0.0,2167544.0
CUB,1976,0.0,9600862.0
CUW,1976,0.0,149399.0
CYM,1976,0.0,14456.0
CYP,1976,0.0,648868.0
CZE,1976,0.0,10125939.0
DEU,1976,0.0,78336950.0
DJI,1976,0.0,229304.0
DMA,1976,0.0,71748.0
DNK,1976,0.0,5072596.0
DOM,1976,0.0,5235318.0
DZA,1976,0.0,16500516.0
ECU,1976,0.0,7304349.0
EGY,1976,0.0,39649050.0
ERI,1976,0.0,1489656.0
ESP,1976,0.0,36137812.0
EST,1976,0.0,1439576.0
ETH,1976,0.0,33062216.0
FIN,1976,0.0,4725664.0
FJI,1976,0.0,586607.0
FRA,1976,0.0,53966558.0
FRO,1976,0.0,41054.0
FSM,1976,0.0,68602.0
GAB,1976,0.0,678660.0
GBR,1976,0.0,56211968.0
GEO,1976,0.0,4342400.0
GHA,1976,0.0,10509006.0
GIB,1976,0.0,28162.0
GIN,1976,0.0,4658743.0
GMB,1976,0.0,631894.0
GNB,1976,0.0,701016.0
GNQ,1976,0.0,276000.0
GRC,1976,0.0,9188150.0
GRD,1976,0.0,96781.0
GRL,1976,0.0,49700.0
GTM,1976,0.0,6269983.0
GUM,1976,0.0,101590.0
GUY,1976,0.0,753553.0
HKG,1976,0.0,4518000.0
HND,1976,0.0,3334814.0
HRV,1976,0.0,4535934.0
HTI,1976,0.0,5222342.0
HUN,1976,0.0,10598677.0
IDN,1976,0.0,134521025.0
IND,1976,0.0,637451448.0
IRL,1976,0.0,3238050.0
IRN,1976,0.0,33841060.0
IRQ,1976,0.0,11999342.0
ISL,1976,0.0,220154.0
ISR,1976,0.0,3533000.0
ITA,1976,0.0,55718260.0
JAM,1976,0.0,2029486.0
JOR,1976,0.0,1945141.0
JPN,1976,0.0,112775000.0
KAZ,1976,0.0,13346173.0
KEN,1976,0.0,14102268.0
KGZ,1976,0.0,3358700.0
KHM,1976,0.0,6307122.0
KIR,1976,0.0,60310.0
KNA,1976,0.0,43740.0
KOR,1976,0.0,35848523.0
KWT,1976,0.0,1168791.0
LAO,1976,0.0,3072017.0
LBN,1976,0.0,3070419.0
LBR,1976,0.0,1718482.0
LBY,1976,0.0,2413760.0
LCA,1976,0.0,113421.0
LIE,1976,0.0,23416.0
LKA,1976,0.0,13910170.0
LSO,1976,0.0,1256478.0
LTU,1976,0.0,3328664.0
LUX,1976,0.0,360731.0
LVA,1976,0.0,2470989.0
MAC,1976,0.0,246661.0
MAR,1976,0.0,17756516.0
MCO,1976,0.0,25898.0
MDA,1976,0.0,2618032.0
MDG,1976,0.0,7955197.0
MDV,1976,0.0,147468.0
MEX,1976,0.0,60452543.0
MHL,1976,0.0,27964.0
MKD,1976,0.0,1799332.0
MLI,1976,0.0,6807648.0
MLT,1976,0.0,305774.0
MMR,1976,0.0,30941375.0
MNE,1976,0.0,552562.0
MNG,1976,0.0,1529084.0
MNP,1976,0.0,15595.0
MOZ,1976,0.0,10019210.0
MRT,1976,0.0,1341604.0
MUS,1976,0.0,906507.0
MWI,1976,0.0,5438226.0
MYS,1976,0.0,11910081.0
NAM,1976,0.0,901840.0
NCL,1976,0.0,134000.0
NER,1976,0.0,5488658.0
NGA,1976,0.0,64658315.0
NIC,1976,0.0,2947454.0
NLD,1976,0.0,13774037.0
NOR,1976,0.0,4026152.0
NPL,1976,0.0,14230738.0
NRU,1976,0.0,7306.0
NZL,1976,0.0,3110500.0
OMN,1976,0.0,824081.0
PAK,1976,0.0,70230923.0
PAN,1976,0.0,1779037.0
PER,1976,0.0,15826813.0
PHL,1976,0.0,43474370.0
PLW,1976,0.0,12539.0
PNG,1976,0.0,2855837.0
POL,1976,0.0,34356300.0
PRI,1976,0.0,3043854.0
PRK,1976,0.0,16987170.0
PRT,1976,0.0,9355810.0
PRY,1976,0.0,2782624.0
PSE,1976,0.0,2782624.0
PYF,1976,0.0,144356.0
QAT,1976,0.0,210990.0
ROU,1976,0.0,21551634.0
RUS,1976,0.0,135147000.0
RWA,1976,0.0,4648207.0
SAU,1976,0.0,8319556.0
SDN,1976,0.0,14066007.0
SEN,1976,0.0,5181195.0
SGP,1976,0.0,2293300.0
SLB,1976,0.0,204082.0
SLE,1976,0.0,3112863.0
SLV,1976,0.0,4166890.0
SMR,1976,0.0,20160.0
SOM,1976,0.0,4333779.0
SRB,1976,0.0,7214000.0
SSD,1976,0.0,3808615.0
STP,1976,0.0,88078.0
SUR,1976,0.0,389231.0
SVK,1976,0.0,4789507.0
SVN,1976,0.0,1820249.0
SWE,1976,0.0,8222286.0
SWZ,1976,0.0,525457.0
SXM,1976,0.0,9523.0
SYC,1976,0.0,60504.0
SYR,1976,0.0,7758673.0
TCA,1976,0.0,6668.0
TCD,1976,0.0,4163051.0
TGO,1976,0.0,2569671.0
THA,1976,0.0,41882128.0
TJK,1976,0.0,3590606.0
TKM,1976,0.0,2592280.0
TLS,1976,0.0,609650.0
TON,1976,0.0,94921.0
TTO,1976,0.0,1067696.0
TUN,1976,0.0,5929998.0
TUR,1976,0.0,40500997.0
TUV,1976,0.0,6677.0
TZA,1976,0.0,16838919.0
UGA,1976,0.0,12045227.0
UKR,1976,0.0,49144535.0
URY,1976,0.0,2891094.0
USA,1976,0.0,218035000.0
UZB,1976,0.0,14307397.0
VCT,1976,0.0,104709.0
VEN,1976,0.0,13566112.0
VGB,1976,0.0,10428.0
VIR,1976,0.0,96166.0
VNM,1976,0.0,48163573.0
VUT,1976,0.0,105341.0
WSM,1976,0.0,158136.0
XKX,1976,0.0,1400000.0
YEM,1976,0.0,8094985.0
ZAF,1976,0.0,26480300.0
ZMB,1976,0.0,5079672.0
ZWE,1976,0.0,6288387.0
ABW,1977,0.0,61465.0
AFG,1977,0.0,12687301.0
AGO,1977,0.0,7511895.0
ALB,1977,0.0,2513546.0
AND,1977,0.0,30949.0
ARE,1977,0.0,706861.0
ARG,1977,0.0,26713780.0
ARM,1977,0.0,2965523.0
ASM,1977,0.0,30816.0
ATG,1977,0.0,64117.0
AUS,1977,0.0,14192000.0
AUT,1977,0.0,7568430.0
AZE,1977,0.0,5876150.0
BDI,1977,0.0,3927428.0
BEL,1977,0.0,9830358.0
BEN,1977,0.0,3546454.0
BFA,1977,0.0,6416569.0
BGD,1977,0.0,78137788.0
BGR,1977,0.0,8804183.0
BHR,1977,0.0,315337.0
BHS,1977,0.0,210534.0
BIH,1977,0.0,4096516.0
BLR,1977,0.0,9463000.0
BLZ,1977,0.0,136183.0
BMU,1977,0.0,53400.0
BOL,1977,0.0,5363917.0
BRA,1977,0.0,113939886.0
BRB,1977,0.0,249663.0
BRN,1977,0.0,170560.0
BTN,1977,0.0,376387.0
BWA,1977,0.0,806968.0
CAF,1977,0.0,2342048.0
CAN,1977,0.0,23725843.0
CHE,1977,0.0,6281174.0
CHL,1977,0.0,10969861.0
CHN,1977,0.0,943455000.0
CIV,1977,0.0,7415900.0
CMR,1977,0.0,7796825.0
COD,1977,0.0,24256464.0
COG,1977,0.0,1706181.0
COL,1977,0.0,24443926.0
COM,1977,0.0,298152.0
CPV,1977,0.0,309389.0
CRI,1977,0.0,2225630.0
CUB,1977,0.0,9672546.0
CUW,1977,0.0,149459.0
CYM,1977,0.0,15116.0
CYP,1977,0.0,656414.0
CZE,1977,0.0,10186755.0
DEU,1977,0.0,78159814.0
DJI,1977,0.0,253083.0
DMA,1977,0.0,72142.0
DNK,1977,0.0,5088419.0
DOM,1977,0.0,5365074.0
DZA,1977,0.0,17134192.0
ECU,1977,0.0,7506665.0
EGY,1977,0.0,40577356.0
ERI,1977,0.0,1529802.0
ESP,1977,0.0,36511638.0
EST,1977,0.0,1450211.0
ETH,1977,0.0,33695018.0
FIN,1977,0.0,4738902.0
FJI,1977,0.0,599289.0
FRA,1977,0.0,54221988.0
FRO,1977,0.0,41481.0
FSM,1977,0.0,70144.0
GAB,1977,0.0,694931.0
GBR,1977,0.0,56193492.0
GEO,1977,0.0,4372100.0
GHA,1977,0.0,10825496.0
GIB,1977,0.0,28337.0
GIN,1977,0.0,4730375.0
GMB,1977,0.0,651934.0
GNB,1977,0.0,746588.0
GNQ,1977,0.0,271377.0
GRC,1977,0.0,9308479.0
GRD,1977,0.0,96329.0
GRL,1977,0.0,49400.0
GTM,1977,0.0,6412667.0
GUM,1977,0.0,103676.0
GUY,1977,0.0,761378.0
HKG,1977,0.0,4583700.0
HND,1977,0.0,3441122.0
HRV,1977,0.0,4559571.0
HTI,1977,0.0,5323827.0
HUN,1977,0.0,10648031.0
IDN,1977,0.0,137861540.0
IND,1977,0.0,651685628.0
IRL,1977,0.0,3282200.0
IRN,1977,0.0,34876497.0
IRQ,1977,0.0,12400190.0
ISL,1977,0.0,221799.0
ISR,1977,0.0,3613000.0
ITA,1977,0.0,55955411.0
JAM,1977,0.0,2054927.0
JOR,1977,0.0,2005418.0
JPN,1977,0.0,113872000.0
KAZ,1977,0.0,13543521.0
KEN,1977,0.0,14577346.0
KGZ,1977,0.0,3423900.0
KHM,1977,0.0,6040197.0
KIR,1977,0.0,59894.0
KNA,1977,0.0,43603.0
KOR,1977,0.0,36411795.0
KWT,1977,0.0,1247225.0
LAO,1977,0.0,3125742.0
LBN,1977,0.0,3457617.0
LBR,1977,0.0,1768092.0
LBY,1977,0.0,2541805.0
LCA,1977,0.0,115385.0
LIE,1977,0.0,23803.0
LKA,1977,0.0,14159052.0
LSO,1977,0.0,1294435.0
LTU,1977,0.0,3355036.0
LUX,1977,0.0,361358.0
LVA,1977,0.0,2485073.0
MAC,1977,0.0,246405.0
MAR,1977,0.0,18206472.0
MCO,1977,0.0,26242.0
MDA,1977,0.0,2643746.0
MDG,1977,0.0,8195142.0
MDV,1977,0.0,151792.0
MEX,1977,0.0,62262505.0
MHL,1977,0.0,28912.0
MKD,1977,0.0,1825299.0
MLI,1977,0.0,6935336.0
MLT,1977,0.0,306970.0
MMR,1977,0.0,31554598.0
MNE,1977,0.0,557576.0
MNG,1977,0.0,1572516.0
MNP,1977,0.0,15901.0
MOZ,1977,0.0,10363575.0
MRT,1977,0.0,1381329.0
MUS,1977,0.0,921379.0
MWI,1977,0.0,5611712.0
MYS,1977,0.0,12218924.0
NAM,1977,0.0,926109.0
NCL,1977,0.0,136000.0
NER,1977,0.0,5644703.0
NGA,1977,0.0,66589655.0
NIC,1977,0.0,3038680.0
NLD,1977,0.0,13856185.0
NOR,1977,0.0,4043205.0
NPL,1977,0.0,14550430.0
NRU,1977,0.0,7441.0
NZL,1977,0.0,3120200.0
OMN,1977,0.0,866124.0
PAK,1977,0.0,72451105.0
PAN,1977,0.0,1823146.0
PER,1977,0.0,16224613.0
PHL,1977,0.0,44646518.0
PLW,1977,0.0,12463.0
PNG,1977,0.0,2917572.0
POL,1977,0.0,34689050.0
PRI,1977,0.0,3088690.0
PRK,1977,0.0,17231389.0
PRT,1977,0.0,9455675.0
PRY,1977,0.0,2852430.0
PSE,1977,0.0,2852430.0
PYF,1977,0.0,149007.0
QAT,1977,0.0,227177.0
ROU,1977,0.0,21756096.0
RUS,1977,0.0,136100000.0
RWA,1977,0.0,4783252.0
SAU,1977,0.0,8755219.0
SDN,1977,0.0,14667218.0
SEN,1977,0.0,5308297.0
SGP,1977,0.0,2325300.0
SLB,1977,0.0,210932.0
SLE,1977,0.0,3172195.0
SLV,1977,0.0,4256699.0
SMR,1977,0.0,20482.0
SOM,1977,0.0,4449505.0
SRB,1977,0.0,7258000.0
SSD,1977,0.0,3901044.0
STP,1977,0.0,90299.0
SUR,1977,0.0,385810.0
SVK,1977,0.0,4840501.0
SVN,1977,0.0,1842377.0
SWE,1977,0.0,8251540.0
SWZ,1977,0.0,542328.0
SXM,1977,0.0,10172.0
SYC,1977,0.0,61786.0
SYR,1977,0.0,8029313.0
TCA,1977,0.0,6885.0
TCD,1977,0.0,4238551.0
TGO,1977,0.0,2630626.0
THA,1977,0.0,42843802.0
TJK,1977,0.0,3703010.0
TKM,1977,0.0,2659019.0
TLS,1977,0.0,619308.0
TON,1977,0.0,95847.0
TTO,1977,0.0,1081693.0
TUN,1977,0.0,6092769.0
TUR,1977,0.0,41385656.0
TUV,1977,0.0,6984.0
TZA,1977,0.0,17454627.0
UGA,1977,0.0,12369253.0
UKR,1977,0.0,49357430.0
URY,1977,0.0,2909327.0
USA,1977,0.0,220239000.0
UZB,1977,0.0,14731709.0
VCT,1977,0.0,105499.0
VEN,1977,0.0,13965250.0
VGB,1977,0.0,10578.0
VIR,1977,0.0,93203.0
VNM,1977,0.0,49418150.0
VUT,1977,0.0,108769.0
WSM,1977,0.0,160362.0
XKX,1977,0.0,1430000.0
YEM,1977,0.0,8348182.0
ZAF,1977,0.0,27199838.0
ZMB,1977,0.0,5233292.0
ZWE,1977,0.0,6453044.0
ABW,1978,0.0,61738.0
AFG,1978,0.0,12938862.0
AGO,1978,0.0,7771590.0
ALB,1978,0.0,2566266.0
AND,1978,0.0,32574.0
ARE,1978,0.0,805231.0
ARG,1978,0.0,27146121.0
ARM,1978,0.0,3038224.0
ASM,1978,0.0,31428.0
ATG,1978,0.0,64329.0
AUS,1978,0.0,14358000.0
AUT,1978,0.0,7562305.0
AZE,1978,0.0,5976150.0
BDI,1978,0.0,4039410.0
BEL,1978,0.0,9839534.0
BEN,1978,0.0,3636927.0
BFA,1978,0.0,6577779.0
BGD,1978,0.0,80007550.0
BGR,1978,0.0,8814032.0
BHR,1978,0.0,330912.0
BHS,1978,0.0,215016.0
BIH,1978,0.0,4131521.0
BLR,1978,0.0,9525000.0
BLZ,1978,0.0,138933.0
BMU,1978,0.0,53600.0
BOL,1978,0.0,5486132.0
BRA,1978,0.0,116664382.0
BRB,1978,0.0,251009.0
BRN,1978,0.0,176176.0
BTN,1978,0.0,389072.0
BWA,1978,0.0,849394.0
CAF,1978,0.0,2365957.0
CAN,1978,0.0,23963203.0
CHE,1978,0.0,6281738.0
CHL,1978,0.0,11137748.0
CHN,1978,0.0,956165000.0
CIV,1978,0.0,7700816.0
CMR,1978,0.0,8013279.0
COD,1978,0.0,25015244.0
COG,1978,0.0,1747207.0
COL,1978,0.0,25003608.0
COM,1978,0.0,307938.0
CPV,1978,0.0,311685.0
CRI,1978,0.0,2286210.0
CUB,1978,0.0,9729986.0
CUW,1978,0.0,148341.0
CYM,1978,0.0,15746.0
CYP,1978,0.0,663975.0
CZE,1978,0.0,10242098.0
DEU,1978,0.0,78091820.0
DJI,1978,0.0,278425.0
DMA,1978,0.0,72478.0
DNK,1978,0.0,5104248.0
DOM,1978,0.0,5495443.0
DZA,1978,0.0,17632645.0
ECU,1978,0.0,7712718.0
EGY,1978,0.0,41576636.0
ERI,1978,0.0,1571193.0
ESP,1978,0.0,36864898.0
EST,1978,0.0,1460188.0
ETH,1978,0.0,34259065.0
FIN,1978,0.0,4752528.0
FJI,1978,0.0,613611.0
FRA,1978,0.0,54486195.0
FRO,1978,0.0,41965.0
FSM,1978,0.0,71983.0
GAB,1978,0.0,712135.0
GBR,1978,0.0,56196504.0
GEO,1978,0.0,4397700.0
GHA,1978,0.0,11163230.0
GIB,1978,0.0,28485.0
GIN,1978,0.0,4804926.0
GMB,1978,0.0,672974.0
GNB,1978,0.0,794328.0
GNQ,1978,0.0,270866.0
GRC,1978,0.0,9429959.0
GRD,1978,0.0,95811.0
GRL,1978,0.0,49200.0
GTM,1978,0.0,6561919.0
GUM,1978,0.0,105710.0
GUY,1978,0.0,768609.0
HKG,1978,0.0,4667500.0
HND,1978,0.0,3550368.0
HRV,1978,0.0,4581085.0
HTI,1978,0.0,5428667.0
HUN,1978,0.0,10684822.0
IDN,1978,0.0,141250964.0
IND,1978,0.0,666267760.0
IRL,1978,0.0,3329100.0
IRN,1978,0.0,35993661.0
IRQ,1978,0.0,12819707.0
ISL,1978,0.0,223537.0
ISR,1978,0.0,3690000.0
ITA,1978,0.0,56155143.0
JAM,1978,0.0,2080485.0
JOR,1978,0.0,2069104.0
JPN,1978,0.0,114913000.0
KAZ,1978,0.0,13750291.0
KEN,1978,0.0,15087423.0
KGZ,1978,0.0,3487100.0
KHM,1978,0.0,5961193.0
KIR,1978,0.0,59465.0
KNA,1978,0.0,43465.0
KOR,1978,0.0,36969185.0
KWT,1978,0.0,1329074.0
LAO,1978,0.0,3177945.0
LBN,1978,0.0,3183405.0
LBR,1978,0.0,1820861.0
LBY,1978,0.0,2676117.0
LCA,1978,0.0,117397.0
LIE,1978,0.0,24205.0
LKA,1978,0.0,14414816.0
LSO,1978,0.0,1331213.0
LTU,1978,0.0,3379514.0
LUX,1978,0.0,362007.0
LVA,1978,0.0,2497921.0
MAC,1978,0.0,246048.0
MAR,1978,0.0,18679859.0
MCO,1978,0.0,26553.0
MDA,1978,0.0,2668657.0
MDG,1978,0.0,8440919.0
MDV,1978,0.0,156025.0
MEX,1978,0.0,64123997.0
MHL,1978,0.0,29892.0
MKD,1978,0.0,1851978.0
MLI,1978,0.0,7072938.0
MLT,1978,0.0,310182.0
MMR,1978,0.0,32185601.0
MNE,1978,0.0,562065.0
MNG,1978,0.0,1615868.0
MNP,1978,0.0,16194.0
MOZ,1978,0.0,10741128.0
MRT,1978,0.0,1421786.0
MUS,1978,0.0,933499.0
MWI,1978,0.0,5808810.0
MYS,1978,0.0,12543892.0
NAM,1978,0.0,942023.0
NCL,1978,0.0,137500.0
NER,1978,0.0,5810351.0
NGA,1978,0.0,68633344.0
NIC,1978,0.0,3128544.0
NLD,1978,0.0,13941700.0
NOR,1978,0.0,4058671.0
NPL,1978,0.0,14888770.0
NRU,1978,0.0,7541.0
NZL,1978,0.0,3121200.0
OMN,1978,0.0,912750.0
PAK,1978,0.0,74789330.0
PAN,1978,0.0,1867313.0
PER,1978,0.0,16638480.0
PHL,1978,0.0,45890739.0
PLW,1978,0.0,12387.0
PNG,1978,0.0,2979606.0
POL,1978,0.0,34965600.0
PRI,1978,0.0,3129421.0
PRK,1978,0.0,17472094.0
PRT,1978,0.0,9558250.0
PRY,1978,0.0,2924370.0
PSE,1978,0.0,2924370.0
PYF,1978,0.0,153745.0
QAT,1978,0.0,243624.0
ROU,1978,0.0,21951464.0
RUS,1978,0.0,137060000.0
RWA,1978,0.0,4921953.0
SAU,1978,0.0,9210564.0
SDN,1978,0.0,15305806.0
SEN,1978,0.0,5433225.0
SGP,1978,0.0,2353600.0
SLB,1978,0.0,218193.0
SLE,1978,0.0,3235170.0
SLV,1978,0.0,4346522.0
SMR,1978,0.0,20795.0
SOM,1978,0.0,4777703.0
SRB,1978,0.0,7297000.0
SSD,1978,0.0,3995911.0
STP,1978,0.0,92659.0
SUR,1978,0.0,381885.0
SVK,1978,0.0,4890125.0
SVN,1978,0.0,1862548.0
SWE,1978,0.0,8275599.0
SWZ,1978,0.0,560236.0
SXM,1978,0.0,10850.0
SYC,1978,0.0,62150.0
SYR,1978,0.0,8310217.0
TCA,1978,0.0,7110.0
TCD,1978,0.0,4313479.0
TGO,1978,0.0,2693400.0
THA,1978,0.0,43806715.0
TJK,1978,0.0,3818114.0
TKM,1978,0.0,2726327.0
TLS,1978,0.0,627671.0
TON,1978,0.0,96227.0
TTO,1978,0.0,1096569.0
TUN,1978,0.0,6254876.0
TUR,1978,0.0,42292206.0
TUV,1978,0.0,7297.0
TZA,1978,0.0,18080005.0
UGA,1978,0.0,12701999.0
UKR,1978,0.0,49536615.0
URY,1978,0.0,2925840.0
USA,1978,0.0,222585000.0
UZB,1978,0.0,15154314.0
VCT,1978,0.0,106236.0
VEN,1978,0.0,14372959.0
VGB,1978,0.0,10727.0
VIR,1978,0.0,95929.0
VNM,1978,0.0,50701458.0
VUT,1978,0.0,112185.0
WSM,1978,0.0,161988.0
XKX,1978,0.0,1460000.0
YEM,1978,0.0,8615301.0
ZAF,1978,0.0,27943445.0
ZMB,1978,0.0,5391355.0
ZWE,1978,0.0,6549349.0
ABW,1979,0.0,62006.0
AFG,1979,0.0,12986369.0
AGO,1979,0.0,8043218.0
ALB,1979,0.0,2617832.0
AND,1979,0.0,34142.0
ARE,1979,0.0,908452.0
ARG,1979,0.0,27584134.0
ARM,1979,0.0,3097058.0
ASM,1979,0.0,32045.0
ATG,1979,0.0,64609.0
AUS,1979,0.0,14514000.0
AUT,1979,0.0,7549425.0
AZE,1979,0.0,6071300.0
BDI,1979,0.0,4137437.0
BEL,1979,0.0,9848382.0
BEN,1979,0.0,3732394.0
BFA,1979,0.0,6749939.0
BGD,1979,0.0,81908151.0
BGR,1979,0.0,8825940.0
BHR,1979,0.0,346697.0
BHS,1979,0.0,219426.0
BIH,1979,0.0,4165511.0
BLR,1979,0.0,9584000.0
BLZ,1979,0.0,141823.0
BMU,1979,0.0,53800.0
BOL,1979,0.0,5610380.0
BRA,1979,0.0,119447303.0
BRB,1979,0.0,252334.0
BRN,1979,0.0,181951.0
BTN,1979,0.0,402063.0
BWA,1979,0.0,893500.0
CAF,1979,0.0,2390329.0
CAN,1979,0.0,24201544.0
CHE,1979,0.0,6294365.0
CHL,1979,0.0,11304331.0
CHN,1979,0.0,969005000.0
CIV,1979,0.0,7996368.0
CMR,1979,0.0,8243377.0
COD,1979,0.0,25902760.0
COG,1979,0.0,1788218.0
COL,1979,0.0,25579323.0
COM,1979,0.0,318123.0
CPV,1979,0.0,313995.0
CRI,1979,0.0,2349258.0
CUB,1979,0.0,9774711.0
CUW,1979,0.0,147851.0
CYM,1979,0.0,16378.0
CYP,1979,0.0,671611.0
CZE,1979,0.0,10292341.0
DEU,1979,0.0,78126350.0
DJI,1979,0.0,302856.0
DMA,1979,0.0,72768.0
DNK,1979,0.0,5116801.0
DOM,1979,0.0,5625864.0
DZA,1979,0.0,18166981.0
ECU,1979,0.0,7922490.0
EGY,1979,0.0,42632458.0
ERI,1979,0.0,1613829.0
ESP,1979,0.0,37191330.0
EST,1979,0.0,1468333.0
ETH,1979,0.0,34758823.0
FIN,1979,0.0,4764690.0
FJI,1979,0.0,628859.0
FRA,1979,0.0,54753575.0
FRO,1979,0.0,42506.0
FSM,1979,0.0,74114.0
GAB,1979,0.0,730188.0
GBR,1979,0.0,56246951.0
GEO,1979,0.0,4430200.0
GHA,1979,0.0,11515675.0
GIB,1979,0.0,28618.0
GIN,1979,0.0,4885199.0
GMB,1979,0.0,695155.0
GNB,1979,0.0,821598.0
GNQ,1979,0.0,273925.0
GRC,1979,0.0,9548258.0
GRD,1979,0.0,95242.0
GRL,1979,0.0,49600.0
GTM,1979,0.0,6720582.0
GUM,1979,0.0,107790.0
GUY,1979,0.0,774482.0
HKG,1979,0.0,4929700.0
HND,1979,0.0,3662736.0
HRV,1979,0.0,4594778.0
HTI,1979,0.0,5536423.0
HUN,1979,0.0,10704152.0
IDN,1979,0.0,144693087.0
IND,1979,0.0,681248383.0
IRL,1979,0.0,3373750.0
IRN,1979,0.0,37205013.0
IRQ,1979,0.0,13233830.0
ISL,1979,0.0,225735.0
ISR,1979,0.0,3786000.0
ITA,1979,0.0,56317749.0
JAM,1979,0.0,2106937.0
JOR,1979,0.0,2138078.0
JPN,1979,0.0,115890000.0
KAZ,1979,0.0,13957795.0
KEN,1979,0.0,15620613.0
KGZ,1979,0.0,3552000.0
KHM,1979,0.0,6051808.0
KIR,1979,0.0,59775.0
KNA,1979,0.0,43278.0
KOR,1979,0.0,37534236.0
KWT,1979,0.0,1412266.0
LAO,1979,0.0,3233700.0
LBN,1979,0.0,2902164.0
LBR,1979,0.0,1875566.0
LBY,1979,0.0,2816917.0
LCA,1979,0.0,119463.0
LIE,1979,0.0,24616.0
LKA,1979,0.0,14680387.0
LSO,1979,0.0,1368917.0
LTU,1979,0.0,3397842.0
LUX,1979,0.0,362856.0
LVA,1979,0.0,2505953.0
MAC,1979,0.0,245605.0
MAR,1979,0.0,19167661.0
MCO,1979,0.0,26834.0
MDA,1979,0.0,2692764.0
MDG,1979,0.0,8692289.0
MDV,1979,0.0,160326.0
MEX,1979,0.0,65972912.0
MHL,1979,0.0,30902.0
MKD,1979,0.0,1879354.0
MLI,1979,0.0,7218079.0
MLT,1979,0.0,313342.0
MMR,1979,0.0,32821779.0
MNE,1979,0.0,566888.0
MNG,1979,0.0,1657448.0
MNP,1979,0.0,16494.0
MOZ,1979,0.0,11127844.0
MRT,1979,0.0,1463514.0
MUS,1979,0.0,949888.0
MWI,1979,0.0,6029140.0
MYS,1979,0.0,12875011.0
NAM,1979,0.0,957334.0
NCL,1979,0.0,138500.0
NER,1979,0.0,5987151.0
NGA,1979,0.0,70750307.0
NIC,1979,0.0,3214311.0
NLD,1979,0.0,14038270.0
NOR,1979,0.0,4072517.0
NPL,1979,0.0,15238564.0
NRU,1979,0.0,7586.0
NZL,1979,0.0,3109000.0
OMN,1979,0.0,963351.0
PAK,1979,0.0,77407341.0
PAN,1979,0.0,1911814.0
PER,1979,0.0,17059185.0
PHL,1979,0.0,47154232.0
PLW,1979,0.0,12300.0
PNG,1979,0.0,3041902.0
POL,1979,0.0,35247217.0
PRI,1979,0.0,3168088.0
PRK,1979,0.0,17719172.0
